Text,Label
የዚህ ኣንቀፅ ንኡስ ኣንቀፅ / 1 / ደንጋጌ እንዳለ ሆኖ ይግባኝ ባዩ በመልስ ሰጭው መስሪያቤት ይዞታ ስር የሚገኝ ማስረጃ በኣቤቱታ ሰሚ የስራ ሂደት ትእዛዝ እንዲቀር ብለት ሲያስደርግ የሚያስከትለውን ወጭ እንዲከፍል ኣይጠየቅም ፣,2
በህገ-መንግስትና ሌሎች ህጎች የተመለከቱትን የህዝብና የዜጎች መብት ያከብራል,2
በቢሮው የስራ መሪ ወይም በመስሪያቤቱ ሃላፊ የስራ ሂደት ባለቤት የስራ ሂደቶች ድጋፍ ሰጪ ኣስተባባሪ ።,2
የከተማ ቦታ ማለት በከተማ ክልል የሚገኝ ቦታ ማለት ነው ፣,2
ደጋፊ ማስረጃዎች ካሉም መያያዝ ኣለባቸው ፣,2
ይህን ኣዋጀ ማስፈፀሚያ የሚሆን ደንብ በትግራይ ብሄራዊ ክልላዊ መንግስት ስራ አስፈፃሚ ምክር ቤት ይወጣል ፣,2
በማህበረሰቡ ውስጥ ያለውን የተዛባ የሥራ አመለካከት መቀየር የሚያስችሉ የትምህርትና ሥልጠና ሥራዎችን በስፋት እንዲሠሩ የሚያግዝ የህዝብ ንቅናቄ እንዲፈጠር ድጋፍ ያደርጋል,2
የክልሉ ምክር ቤት በየጊዜው የሚያወጣቸውንሕጎች እና በክልሉ ስራ አስፈፃሚ ምክር ቤት የሚወጡ ደንቦች በትግራይ ነጋሪት ጋዜጣ እንዲታተሙና ለሚመለከታቸው ኣካላት እንዲሰራጩ ያደርጋል,2
በዚህ ኣንቀፅ መሰረት የሚቀርብ የይግባኝ ማመልከቻ በሶስት ቅጂ ተዘጋጅቶ ወደ ኣቤቱታ ሰሚ የስራ ሂደት መቅረብ ኣለበት ።,2
ባለይዞታው በገባው የሊዝ ውል መሰረት ቦታው ጥቅም ላይ ካላዋለው ፣,2
ተከሳሹ እንዲታይለት የሚፈልጋቸውን የመከላከያ ማስረጃዎች በዝርዝር መያዝ ኣለበት ፣,2
ከምልሻ አባልነትና ሌሎች የሚመለከታቸው አካላት ጋር ተግባብቶ አለመስራር,2
ከስራ የማሰናበት ስልጣንና ሓላፊነት ይኖረዋል ።,2
የደረቅ ቆሻሻ መሰብሰቢያ ቦታ ማዘጋጃቤት ባልአዘጋጃበት ከተማ የከተማ አስተዳደር ለቆሻሻ ማስወገጃ በወሰኖው ቦታ ወስዶ ማስወገድ አለበት ፣,2
የዚህ ኣንቀፅ ንኡስ ኣንቀፅ / 1 / ድንጋጌ ቢኖርም ።,2
ከቆሻሻ የሚገኝ ቁጠባዊ ጥቅም ለማሳደግ ።,2
ኢንተርፕራይዝ ማለት የትግራይ ብሄራዊ ክልል የውሃ ስራዎች ጥናት ዲዛይንና ቁጥጥር ኢንተርፕራይዝ ነው ፣,2
የኣቤቱታ ሰሚ የስራ ሂደት የቀረበለትን ይግባኝ ውድቅ እንዲያደርገው መልስ ሰጭው መስሪያቤት ከሚከተሉት ምክንያቶች በኣንድ ላይ ተመስርቶ የመጀመሪያ ደረጃ መቃወሚያ ሊያቀርብ ይችላል ፣ -,2
የጽሕፈት ቤቱ በጀት,2
ኣዋጅ ማለት የትግራይ ብሄራዊ ክልላዊ መንግስት የተሻሻለ የመንግስት ሰራተኛ ኣዋጅ ቁጥር 189 / 2003 ነው ፣,2
የበጀት ግምት የሚዘጋጀው በክልሉ ስራ ኣስፈፃሚ በሚፈቅደው የፊሲካል ማእቀፍ መነሻ ቢሮው በየዓመታዊው የበጀት ጥሪ ደብዳቤ የሚያስታውቀውን ጣሪያ እና የበጀት ኣቀራረብ ሥርዓት መሠረት በማድረግ ይሆናል ።,2
ቀላል የዲስፕሊን ጥፋቶች በተደጋጋሚ መፈፀም ፣,2
የክልሉ ስራ ኣስፈፃሚ ሕጋዊ ይዞታዎች እንዲሆኑ ውሳኔ የተሰጣቸው ይዞታዎች ።,2
በዘንድሮው ፈተና ከ600 ከፍተኛ ውጤት 591.64 በተፈጥሮ ሳይንስ ሆኖ ተመዝግቧል።,2
የውሃ ስራዎች የውል ኣስተዳደርና ቁጥጥር በተመለከተ የኣማካሪነት ኣገልግሎት ይሰጣል ፣,2
የስብሰባ ቀንና ስአት እንደየ ሁኔታው በየወረዳው ይወስናል ፣ ቀኑንና የሚወስደው ጊዜ አስቀድሞ ለተሰብሳቢው ሊነገረው ይገባል,2
አደገኛ ፈሳሽ ወይም መርዛም ቆሻሻ ወደ ወንዝ ወይም በህግ ባልተፈቀደ ቦታ ማስወገድ ፣,2
ተጨማሪ በጀት,2
ጽሕፈት ቤቱ ከሦስተኛ ወገኖች በሚያደርጋቸው ግንኝነቶች ከምክር ቤቱ አመራር በመመካከር ጽሕፈት ቤቱን ወክሎ ይሳተፋል,2
ትግርኛ ቋንቋ የሚችል ፣ ብሄር ብሄረ ሰቦች ባሉበት አከባቢ ከሆነ ደግሞ የኣከባቢው ብሄረ ሰብ ቋንቋ የሚችል,2
የከሳሽ እና ተኸሳሽ ምስክሮች ቀርበው የምስክርነት ቃላቸው እንዲሰጡ የዲስፕሊን ቡድን መጥሪያ እንዲደርሳቸው ያደርጋል ፣,2
ጉዳዩ በኣዋጅ ኣንቀፅ 72 መሰረት ይግባኝ ሊቀርብለት የሚችል ካልሆነ ፣ ኣቤቱታ ሰሚ የስራ ሂደት በዚህ ደንብ ኣንቀፅ 37 / 4 / መሰረት ሳይፈቅድለት የይግባኝ ማቅረቢያ ጊዜው ካለፈ በኋላ የቀረበ ከሆነ ወይም ፣,2
የጽሕፈት ቤቱ ሥልጣንና ተግባር,2
ሀዋሳ ዩኒቨርሲቲ,2
የኤጀንሲው ዋና ዳይሬክተር የምክር ቤቱ አባልና ፀሐፊ ይሆናል,2
የውሃ ስራዎችን በሚመለከት ጥናቶችና ዲዛይኖች የመገምገም ኣገልግሎት ይሰጣል ፣,2
ከተለያዩ መንግስታዊ ያልሆኑ ድርጅቶች ከሚገኝ እርዳታ ይሆናል,2
ኣፈጉባኤ ማለትየትግራይብሄራዊ ክልላዊ መንግስት ምክር ቤት አፈ ጉባኤ ነው,2
የምክር ቤቱ አባላት,2
ወደ ስልጠና ከመግባቱ በፊት ከሚሰራበት መስርያቤት ውል መግባትና ዋስ ማቅረብ ኣለበት ፣,2
የመንግስት ሰራተኞች ደንብ ቁጥር 21 / 1996 በዚህ ደንብ ተሽረዋል ፣,2
ዕዳን ማስተላለፍ ማለት ዕዳን የመክፈልኃላፊነትን ከኣንድ ሰው ፣ ድርጅት ወይም ኣገር ወደ ሌላ ማስተላለፍ ሲሆን በባለእዳዎች ወይም በባለገንዘቦች መካከል የሚደረገውን ማስተላለፍ የሚመለከት ሊሆን ይችላል ።,2
ተፈፃምነት የሌላቸው ሕጎች ይህ ደንብ የሚቃረን ደንብ ፣ መመሪያ ወይም የኣሰራር ልምድ በዚህ ደንብ የተደነገጉትን ጉዳዮች በተመለከተ ተፈፃሚነት ኣይኖረውም ።,2
የመስሪያ ቤት ሃላፊ ሚና,2
ጥፋቱ ከስራ የሚያባርረው ሆኖ ከተገመተ ነው ።,2
የዚህ ኣንቀፅ ንኡስ ኣንቀፅ / 3 / የተደነገገ ቢኖርም እንኳ ለምስክር የጠራ ተከራካሪ ወገን ለምስክሩ ተጨማሪ ጥያቄዎች በመጠየቅ የሚሰጠው መልስም እንዲመዘገብለት ሊጠይቅ ይችላል ፣,2
ለመሬቱ በቅድሚያ የተከፈለ የሊዝ ዋጋ ያልተጠቀመበትን በባንክ የብድር ማስመለሻ ወለድ ታስቦ ይመለስለታል ፣ ወይም በተመሳሳይ የቦታ ደረጃ ፣ የነበረው የቦታ ስፋት ፣ በነበረው ዋጋ ፣ በነበረው የሊዝ ዘመን በነበረው የኣገልግሎት ዓይነት ተለዋጭ ቦታ ይሰጠዋል ፣,2
የሊዝ ዋጋ መነሻ ከዚህ ኣባሪ ጋር እንደተያያዘ ሆኖ ፣ ለወደፊቱ ወይም ለጨረታ የሚቀርብ ቦታ ግን የቦታው ስፋትና ለታሰበለት ኣገልግሎትና ከዚህ በፊት ለተከታታይ 3 የጨረታ ጊዜ የተሸጠበት ዋጋ ፣ እንዲሁም በተመሳሳይ ደረጃና ኣዋሳኝ ወደ ጨረታ ቀርቦ ያልተሸጠ ቦታ ኣማካይ ዋጋ በመውሰድ ለሚቀጥለው ጨረታ እንደመነሻ ያገለግላል ።,2
ስለተጨማሪ ማስረጃዎች የስራ ሂደት የኣቤቱታ ኣፈታቱ ፍትሃዊ ውሳኔ ኣሰጣጥ ኣስፈላጊ ሆኖ ሲያገኘው በራሱ ኣነሳሽነት ተጨማሪ የፅሑፍ ማስረጃዎች ወይም ምስክሮች እንዲቀርቡ ሊያዝ ይችላል ።,2
የሚልሽያ ብዛት ግምት ውስጥ በማስገባት የጓድና የመቶ አደረጃጀት እንደ አስፈላጊነቱ በየቀበሌው ከአንድ አደረጃጀት በላይ ሊኖር ይችላል ፣ በሻንበል አንድ አደረጃጀት ብቻ ይኖራል,2
የይግባኝ ማመልከቻና መልስን ስለማሻሻል,2
ቾክ,2
አክሱም ዩኒቨርሲቲ,2
በስተ ምእራብ ወልቃይት ወረዳ ዛሬማ ወንዝ ሆኖ ፣ ቀበሌዎች ማይ ጋባ እና ጨዓ ያዋስኑታል ።,2
ቀንና ፊርማ ።,2
የወደፊት ራዕይ ያለው፣ የአዳዲስ ሀሳቦች አፍላቂ፣ የፈጠራ ተሰጥኦ ያለውና,2
እስከ የሶስት ወር የሚደርስ የደመወዝ ቅጣት ፣,2
ትምህርት ሚኒስቴር ከማስተር ካርድ ፋውንዴሽን፣ ከአሪዞና ዩኒቨርሲቲ እና ሽያሾኔ ተቋም ጋር በመተባበር የከፍተኛ ትምህርት አመራሮች አቅም ግንባታ ላይ አውደ-ጥናት ያካሂደ።,2
ክፍት ቦታዎች ኣከባቢያቸው በተገቢ ሁኔታ መቆጣጠርና መመዝገብ ፣,2
በዚህ ኣንቀጽ መሰረት ኣቤቱታ የሚቀርብበትም ሆነ ውሳኔ የማሰጥበት የጊዜ ገደብና የካሳ ኣከፋፈል ዝርዝር ሁኔታ ቀደም ሲል በወጣው የካሳ ሕግ መሰረት ይፈፅማል ።,2
የተለያዩ ወርክሾፕ ኮምፓስ,2
የተፈፃምነት ውሳነ,2
ከፋብሪካ እና ኢንዱስትሪ የሚወጣ ፈሳሽ ቆሻሻ በመትረብ ወደ ውጪ መልቀቅ እንደየሁኔታው በወንጀልና በፍትሓብሄር የሚያስጠይቅ ነው ።,2
ከባለርስት በኪራይ ወይም በሌላ መንገድ ተይዘው በመቆየታቸው በኣዋጅ ቁጥር 47 / 1967 ዓ.ም ሕጋዊ የሆኑ ይዞታዎች ፣,2
ለቅሬታዎች ኣፋጣኝ መፍትሔ በመስጠት ፣,2
የአርበኝነት ክብር,2
በዚህ ኣዋጅ አንቀፅ 7 ሥር የተመለከቱትን የኤጀንሲውን ሥልጣንና ተግባራት በሥራ ላይ ያውላል ፤ እንዲውሉ ያደርጋል ፤ መዋላቸውን ያረጋግጣል,2
የገቢ እና የወጪ በጀት ግምት የሚዘጋጀው ለተከታዩ የበጀት ዓመት መሆን ኣለበት ፣,2
ሰው ከመኖሪያ ቤቱ የሚወጣ ደረቅ ቆሻሻ ወደ መሰብሰብያ እና ማስወገጃ ቦታ እስከ ምወሰድ ለጊዜው ተሰብስቦ የሚቆይበት መክደኛ ያለው እቃ ማዘጋጃት አለበት ፣,2
የስራ ሂደት የኣቤቱታ ኣፈታቱ ተከራከሪ ወገኖች ያቀረባቸውን መከራከሪያ ነጥቦችና ማስረጃዎች በመመርመር ለጉዳዩ ኣግባብነት ያላቸው ሕጎች ፣ ደንቦችና መምሪያ በመገናዘብ በ5 ተከታታይ የስራ ቀናት ውስጥ ያስማማል ወይም ወሳኔ ይሰጣል ፣,2
ይህ ደንብ የከተማ ቦታ በሊዝ ለመያዝ ተሻሽሎ የወጣ ደንብ ቁጥር 62 / 2002 ተብሎ ሊጠቀስ ይችላል ።,2
ተያይዘው የቀረቡ የመከላከያ ማስረጃዎችን ዝርዝር ፣,2
የዕቃና የኣገልግሎት ዋጋ ማለት ለዕቃ ኣቅርቦት ፣ ኣገልግሎት ለማግኘት እና በመገልገያዎች ለመጠቀም ተጠቃሚዎች ለክልሉ መንግሥት መሥሪያ ቤቶች የሚያደርጉት ክፍያ ሲሆን መቆጮ ኣይጨምርም ።,2
የደኑ ስፋት መጠን ኣዋሳኝና ጂኦግራፊያዊ ኣቀማመጥ,2
የፋይናንስ አስተዳደር ሥርዓት ይበልጥ ውጤታማ እንዲሆን ለማድረግ በሲቪል ሰርቪስ ማሻሻያፕሮግራምና በተካሄደው የመሰረታዊ ለውጥ የስራ ሂደት ጥናት ውጤት የሆኑትን አዳዲስ አሰራሮች ሥራ ላይ ማዋል አስፈላጊ በመሆኑ ፣,2
ከከተማ የሚወጣ ቆሻሻ ማስወገጃ ቦታ ከሚመለከታቸው ጋር ተባብሮ እንዲዘጋጅ ያደርጋል ።,2
ኢንተርፕራይዙ በመንግስት የልማት ድርጅቶች ኣዋጅ ቁጥር 25 / 1989 መሰረት ይተዳደራል ።,2
የመሬት ልማትና ማስረጃ መስጠት ዋና ስራ ሂድት ከከተማው የእድገት ፕላን ጋር በማገናዘብ በፅሑፍ ሲፈቀድ የሊዝ ባለይዞታው ቦታው ይሰጠው የነበረ ኣገልግሎት መለወጥ ይችላል ፣,2
በቆሻሻ አያያዝና አወጋገድ የግል ባለሃብቶች ተሳትፎ እንዲኖራቸው ማበረታታት ፣,2
የእያንዳንዱን የበጀት አመት የክልሉ መንግስት ገቢ ፣ ወጪና ለወረዳዎችና ከተሞች የሚሰጥ የበጀት ድጋፍ እንዲሁም የወጪውን አሸፋፈን የሚያሳይ በጀት በክልሉ ምክር ቤት ይፀድቃል ።,2
የቀበሌው ማሕበራዊ ፍርድ ቤት ትእዛዝ ይፈፅማል ፣,2
ደኑ 16507 ሄክታር የሚሸፍነው ሆኖ,2
ደረቅ ቆሻሻ በጋሪ በሚጓጓዝበት ጊዜ የጋሪው ባለቤት ቆሻሻ ወደ መሬት ሳይንጠባጠብ ቆሻሻ በሚወገድበት ቦታ በጥንቃቄ ወስዶ እንዲደፋ ሓላፍነት አለበት ።,2
ዋና ዳይሬክተሩ ለኤጀንሲው ሥራ ቅልጥፍና በሚያስፈልግ መጠን ሥልጣንና ተግባሩን በከፊል ለኤጀንሲው ሌሎች ኃላፊዎችና ሠራተኞች በውክልና ሊሰጥ ይችላል,2
የወንጅል መከላከል ስራ ይሰራል ፣,2
ዩኒቨርሲቲዎች,2
ዩኒቨርሲቲዎች,1
ቦርድ ማለት ለስልጠና ፈንድ በበላይነት የሚያስተዳድር ኣካል ነው ፣,2
በዚህ ኣዋጅ ውስጥ,2
ቤቶች ለመገንባት ከሚመለከተው አካል ፈቃድ አግኝቶ ለግንባታ ስራዎች ያቀረባቸው የግንባታ እቃዎች ግንባታው ጨርሶ በመንገድ ላይ የሚቀር ቆሻሻ እንዲነሳ ያላደረገና ሲጠቀምበት የነበረ ቦታ ሳያነፁ የቀረ ሰው እንደ ቆሻሻው ክብደት እየታየ ከብር 500 እስከ 2000 ወይም ከአንድ ወር እስከ ሶስት ወር በሚደርስ እስራት ይቀጣል ፣,2
ትምህርት ሚኒስቴር ለ2019 የትምህርት ዘመን ትምህርት በሚሰጥባቸው ነባርና አዲስ የፌዴራል ልዩ አዳሪ ትምህርት ቤቶች በ9ኛ እና 10ኛ ክፍል ተማሪዎችን አወዳድሮ ለመቀበል ማስታወቂያ አወጣ።,2
ለከተማ እርሻ የሚውል ቦታ በኣንደኛ ፣ በሁለተኛና ሶስተኛ ደረጃ ከተሞች በ15 ኣመት ውስጥ ተከፍሎ ይጠናቀቃል ፣,2
መንግስት ማለት የትግራይ ብሄራዊ ክልላዊ መንግስት ነው ፣,2
በዚህ አንቀፅ ንኡስ አንቀፅ ሰዎስት የተቀመጠ ቢሮርም በከተማው ደረቅ ቆሻሻ የሚሰበሰቡ የንፅሕና አገልግሎት የሚሰጡ ሰራተኛዎች ካሉ ነዋሪዎች የየቤታቸው ቆሻሻ ማስረከብ አለባቸው ፣,2
የትግራይ ብሄራዊ ክልላዊ መንግስት የስራ ኣስፈፃሚ ምክር ቤት የልማት ድርጅቶች ኣዋጅ ቁጥር 25 / 89 ኣንቀፅ 3 ( 2 ) ( ለ ) ( ሐ ) መሰረት ይህ ደንብ ኣዉጥቷል ።,2
በከባድ የዲስፒሊን ጥፋት የተከሰሰ የመንግስት ሰራተኛ በራሱ ፍቃድ ስራውን በመልቀቁ ኣገልግሎቱ ኣቋርጦ እንደሆነ እና ስድስት ወር ከመምላቱ በፊት በማንኛውም የመንግስት መስሪያቤት ተመልሶ የተቀጠረ እንደሆነ የተቋረጠውን ክሲ እንደገና ሊታይ ይቻላል ።,2
የመረጃ ሚኒስቴር፡- ክቡር ሚስተር ኮራ ቱሹኔ፣ የከፍተኛ ትምህርት ዘርፍ,2
በዚሁ ወቅት በአጠቃላይ ትምህርት ልማት ዘርፍ የመምህራንና የትምህርት አመራር ልማት ተ/መሪ ሥራ አስፈፃሚ የሆኑት ወ/ሮ አሰግድ ምሬሳ ባስተላለፉት መልዕክት በአስቸጋሪ ሁኔታ ውስጥ የሚሰሩ መምህራንና የትምህርት ባለሙያዎችን ሙያዊ አቅም ለማሰደግ የሚረዳ የኣይ ሲቲ ቴክኖሎጂ ፕሮጀክትን ወደ ተግባር ለማስገባት እየተሠራ መሆኑን ገልፀዋል።,2
ይህ ደንብ የስልጠና ፈንድ ለማስተዳደር የወጣ ደንብ ቁጥር 61 / 2002 ተብሎ ሊጠቀስ ይችላል ።,2
የድስፕሊን ኮሚቴው ኣጠርቶ የመጨረሻ የውሳኔ ሓሳብ እና ኣስተያየት ለክስ ኣቅራቢው በኣምስት ቀኖች ውስጥ ያቀርባል ፣,2
ሐረማያ ዩኒቨርሲቲ,2
መንግስታዊ ደን ለመሰየም የወጣ ደንብ ደን የማልማት ፣ የመጠበቅና ዘላቂነት ባለው መልኩ የመጠቀም ተግባር የህብረተሰቡን የደን ውጤቶች ፍላጎት ለማማላትና የምግብ ዋስትና ለማረጋገጥ ባጠቃላይ ለሃገር ኢኮኖሚ ግንባታ ከፍተኛ ኣስተዋፀኦ ያለው በመሆኑ ፣,2
በዚህ ኣንቀፅ ንኡስ ኣንቀፅ 1 እና 2 የተደነገገው ቢኖርም በመንግስት የባንክ ሂሳብ ገቢ ለተደረገ ገንዘብ የባንክ ደረሰኝ በቂ ይሆናል ።,2
ሆኖም ለኩናማና ኢሮብ ብሄረሰብ ኣባላት ፣ ለሴቶችና ለኣካል ጉዳተኞች ልዩ ትኩረት ይሰጣቸዋል ፣,2
በዚህ ኣንቀፅ ንኡስ ኣንቀፅ / 3 / መሰረት ጊዜው ካለፈ በኋላ ይግባኝ እንዲቀርብ ለማስፈቀድ ሚቀርብ ማመልከቻ በጊዜው ይግባኝ ለማቅረብ ያልተቻለበትን ምክንያት በዝርዝር የሚገልፅ መሆን ኣለበት ።,2
ጉባኤው ኣግባብ ካላቸው ኣካላት የተውጣጡ ከ5-7 ኣባላት ይኖሩታል ።,2
ዓላማ,2
በቀላል ድስፕሊን ጥፋት በገንዘብ የተቀጣ የምልሽያ አባል የተቀጣው የገንዘብ መጠን የሚገልፅ ደብዳቤ ተሰጥቶት ለወረዳው የፕላንና ፋይናንስ በአንድ ወር ጊዜ ውስጥ ገቢ ያደርጋል ገቢ ለማድረጉ ህጋዊ ደረሰኝ ለሃላፊው ያቀርባል ፤ ዝርዝርሩ በመመርያ ይወሰናል ።,2
ኣቤቱታ ሰሚ የስራ ሂደት ይግባኙን መስማት ከጀመረ በኋላ በዚህ ኣንቀፅ ንኡስ ኣንቀፅ / 1 / መሰረት የሚቀርብ መቋወምያ ተቀባይነት ኣይኖረውም ።,2
ተፈፀመ የተባለ የድስፕሊን ጥሰት ከኣሰራሮች ጋር በመገናዘብ ኣስፈላጊ ከሆነ ከ3 ወይም ከ5 የማይበልጡ ኣባላት ያለው የዲስፕሊን ቡድን እንዲቋቋም ያደርጋል ፣,2
የንግድ ድርጅት ከንግድ ስራው ባህሪ የሚመነጭ ቆሻሻ የሚይዝበትና የሚያስወግድበት ስርዓት አስቀድሞ ማስተካከል አለበት ፣,2
የቢሮ ስራ መሪ ወይም የመስሪያቤት ሃላፊ ውሳኔ,2
የስራ ሂደት ባለቤቶች,2
የሙከራ ፈተና ነሃሴ 27/2018 የሚሰጥ ሲሆን ዋና ፈተናው ነሃሴ 28 የሚሰጥ ሆነ።,2
በየስራ ሂደቱ ያልተፈታ ቅሬታ ይሰማል ፣ እንዲፈታ ይጥራል ፣ መፍታት ካልቻለ ወደ ስራ መሪ ያቀርባል ።,2
መሬት ማዘጋጀት የሚመለከት,2
ሊፈታ ካልቻለ ለሰው ሃይል ኣመራር ደጋፊ የስራ ሂደት ያስታውቃሉ ፣,2
የአከባቢ ጥበቃ ፣ መሬት አስተዳደር እና አጠቃቀም ኤጀንሲ ስልጣነና ተግባር,2
የአገራችን ፖሊሲና ስትራቴጂ ፣,2
የሃይድሮሊክስ ፣ የሃይድሮፓወር ፣ ጂኦቴክኒክ ፣ የግድብና የመስኖ ውቅሮች ፣ የጎርፍ መከላከያ ፣ የመጠጥ ውሃ ፣ የፈሳሽ ማስወገጃና የመሳሰሉት የውሃ ሥራዎች የቅየሳ የዲዛይንና የቁጥጥር ሥራዎች ያካሂዳል ፣,2
የቆሻሻ ማጓጓዣ ተሽከርካሪ,2
የባለንብረት መታወቂያ ደብተር ማለት አግባብነት ባለው አካል ለአንድ ተሽከርካሪ ባለንብረት የሚሰጥ የባለሃብትነት ማረጋገጫ ሰነድ ነው ፣,2
የክልሉ መንግስት ዓመታዊ በጀት ያዘጋጃል ፣ በፀደቀው በጀት መሰረት ክፍያ ይፈፅማል ፣,2
የሊዝ ውል ዘመኑ በዚህ ደንብ ኣንቀፅ 23 መሰረት ካልታደሰ ነው ፣,2
የጥፋቱ ክብደትና ድርጊቱ የተፈፀመበትን ሁኔታ ፣,2
የተያዘ የወንጀል ተጠርጣሪ በኣቅራቢያው ወደሚገኝ የሕግ ኣባል የማቅረብ ግዴታ አለበት ፣,2
የመንግስት መስሪያ ቤቶች የሥራ ፕሮግራ ማቸውን ለማስፈፀም የተመደበላቸው የወጪ በጀት ሥራላይ ለማዋል የሚኖራቸውን የጥሬ ገንዘብ ፍላጎት እና የመንግስት ግምጃ ቤትን የጥሬ ገንዘብ ፍሰት መሰረት በማድረግ የሂሳብ ሚዛን በዝቅተኛ መጠን እንዲቆይ ማድረግ በሚያስችል ሁኔታ መመራት ይኖርበታል ፣,2
የትግራይ ብሄራዊ ክልላዊ መንግስት ስራ ኣስፈፃሚ ምክር ቤት በተለየ ሊያበረታታቸው ለሚፈልጋቸው ማህበራዊና ኢኮኖሚያዊ ጠቀሜታ ያላቸው የልማት ስራዎች ወይም ኣገልግሎቶች በሊዝ ክፍያ መስጠት ይችላል ።,2
የመንግስት ሰራተኛው በዚህ ደንብ ኣንቀፅ 37 መሰረት ይግባኝ የሚያቀርበው የቢሮ ወይ የፅህፈት ቤት ሃለፊ በሰጠው የመጨረሻ ውሳኔ ቅር የተሰኘ ሰው ይግባኝ ሊያቀርብ ይችላል ፣,2
የሃይድሮሊክስ ፣ የግድብ ፣ የሃይድሮፓወር ፣ የመስኖ ፣ የመጠጥ ውሃ ኣቅርቦት ፣ የፍሳሽ ማስወገጃ ፣ የውሃ ስራዎችና የተፋሰስ ልማት ጥናቶች ያካሂዳል ፣,2
በክልል መስሪያቤት የስራ መሪ ድርሻ,2
የመንግስት ጥሬ ገንዘብ አስተዳደር ውጤታማ እና ቆጣቢ እንዲሆን የተዘረጋውን ስርዓት በአግባቡ በተግባር ላይ መዋሉ ይከታተላል ፣,2
ምክር ቤት ማለት የትግራይ ብሄራዊ ክልላዊ መንግስት ምክር ቤት ነው,2
ለዚህ አዋጅ ማስፈፀምያ መመርያ በአስተባባሪ ኮሚቴ ሊወጣ ይችላል,2
የውሳኔ ኣፈፃፀም,2
ደንብና መመሪያ የማውጣት ስልጣን,2
ቀላል የዲስፕሊን ቅጣት ከተወሰነለት ቀን ጀምሮ እስከ ሶስት ወር ፣,2
የኣገራችንና የክልላችን ህገ-መንግስት መሰረት ያደረገ ፣ ሰብኣዊናዲሞክራሳዊ መብቶች ኣከባበር እንዲያውቅ ይደረጋል ፣,2
ከምግባረ ሰናይ ድርጅት ወይም ሃገር በያመቱ ለኣቅም ግምባታ ተብሎ ለትግራይ ክልል የሚሰጥ እርዳታ ወይም ብድር ፣,2
እንደኣስፈላጊነቱ በሌላ ቦታም ቅርንጫፍ ፅሕፈት ቤት ሊኖረዉ ይችላል ።,2
በመንግስት መስሪያቤት የውስጥና የውጭ ኦዲት መመሪያና ስርዓት ምን ያህል ተግባራዊ እንደተደረጉ በተወሰነ የጊዜ ልዩነት ለመመዘን ፣ ለበላይ ኃላፊ እና ለቢሮው ሪፖርት ለማቅረብ የሚያስችል ስርዓት ያዘጋጃል ፣,2
በህግ መሰረት ለየኤጄንሲውን ሠራተኞች ይቀጥራል ፣ ያስተዳድራል,2
"በዓለም አቀፍ ደረጃ የሟቾች ቁጥር ከ206,133 ደርሷል፤ 874,554 ሰዎች ከበሽታው አገግመዋል፤ 2,976,941 ሰዎች በቫይረሱ ተይዘዋል።",2
ክሱ የሚሰማበትን ቦታ ፣ ቀንና ሰዓትን የሚገልፅ ሆኖ ቢያንስ ክሱን ከሚሰማበት ቀን ከኣምስት የስራ ቀናት በፊት ለተከሳሽ መድረስ ኣለበት ፣,2
ለሚያካሂዳቸዉ ስራዎች ኣስፈላጊ የሆኑ ሠራተኞች ይኖሩታል ።,2
ተከሳሽ ከቀረበለት ጥፋት ካለመነ የድስፕሊን ኮሚቴው የተከሳሽና የከሳሽ ምስክሮች በመስማት እና የፅሑፍ ማስረጃዎች በመመርመር ክሱን ያጣራል ።,2
የክልሉን የበጀት ጉድለት እና የበጀት ጉድለቱ ኣሸፋፈን ግምትን,2
ትላልቅ ከተማዎች ፣ ሶስተ የከተማ ቦታ ደረጃዎችና ሶስት ንኡስ ደረጃዎች ይኖራሉ ፣,2
ኮተቤ ትምህርት ዩኒቨርሲቲ,2
የዚህ ደንብ ኣንቀፅ 19 ድንጋጌዎች ኣቤቱታ ሰሚ የስራ ሂደት ለሚሰጠው ምስክሮችም ተፈፃሚ ይሆናል ።,2
የኮሚቴውን ስራ በማናቸውም ኣኳሃነ ያደናቀፈ ፣ እንደሆነ ከኣባልነት ሊሰረዝ ይችላል ።,2
የመደበኛ ወጪ የበጀት ግምት የዘመኑን የመጀመሪያውን ግማሽ ዓመት በጀት ጊዜያዊ ሪፖርት እና ያለፈውን ዓመት የበጀት ኣፈጻጸም የሚያጠቃልል ሊሆን ይገባል ።,2
ግለሰብ ወይም መንግስታዊ ወይም መንግስታዊ ያልሆነ ድርጅት ለዚህ አዋጅ ኣፈፃፀም የመተባበር ግዴታ አለበት ።,2
ሂስና ማስጠንቀቅያ ቀላል የገንዘብ ቅጣት በቀበሌ ኮማንደሮች የሚፈፀም ይሆናል,2
ዜግነቱ ኢትዮጵያዊ የሆነ,2
የእንጨት ባህሪያትን እንዲያውቁ,2
የትግራይ ምክር ቤት ጽሕፈት ቤት ሓላፊ ፣,2
የቅሬታ ማቅረቢያ ጊዜ ገደብ,2
