id,row,grade,topic,question,raw_answer,status,ratio,text
tigqa-029-03,29,,ጥዕናዊ ፀገም ዘየምከኖ ሕልሚ,መምህር ትበርህ ወልደገብርኤል ትምህርቲ ክጅምራ ከለዋ፣ ኣብ ክፍለን ክንደይ ተመሃሮ ነበሩ?,15 ተመሃሮ,unmatched,0.5,
tigqa-030-10,30,5ይ,ኣቦይ ስብሃቱ,ፅገወይኒ ኣቦይ ስብሃቱ እንትመፁ እንታይ ተቕርበሎም?,ብዙሕ ሕቶታት,unmatched,0.571,
tigqa-030-20,30,5ይ,ኣቦይ ስብሃቱ,እግሮም ብምንታይ ኣሊኾምዎ?,ብማይ,unmatched,0.667,
tigqa-030-25,30,5ይ,ኣቦይ ስብሃቱ,ኣብ ክረምቲ እንታይ ዓይነት ሰላምታ ይቐርብ?,ከመይ ከሪምኽን,fuzzy,0.75,ከመይ ከሪም
tigqa-031-03,31,,ብኢዱን ፍርዱን,ዕድሚኦም ክንደይ እዩ?,ካብ ሰላሳታት ዘይሓልፍ,fuzzy,0.917,ካብሰ ላሳታት ዘይሓል
tigqa-031-09,31,,ብኢዱን ፍርዱን,ጎይትኦም ብተግባራት መን ይሓርቕ ነይሩ?,ብብኢዱን ፍርዱን,fuzzy,0.889,ብኢዱን ፍርዱን
tigqa-031-10,31,,ብኢዱን ፍርዱን,ከዘራርቦም ናበይ ከደ?,ናብ ዝውዕልሉ,unmatched,0.714,
tigqa-031-12,31,,ብኢዱን ፍርዱን,ብኢዱን ፍርጉን ኸመይ ይዘራረቡ ነይሮም?,ብነደሪ,unmatched,0.5,
tigqa-031-13,31,,ብኢዱን ፍርዱን,እቲ ጠላም ንመን ዝጠለመ እዩ?,ንማሕዝኡ,unmatched,0.4,
tigqa-031-15,31,,ብኢዱን ፍርዱን,ፀጊሙና ጨርቀምቀም ኢልና ዝበለ መን እዩ?,ብፍርዱ,fuzzy,0.75,ፍርዱ
tigqa-032-04,32,,ፅልዋ መሓዛ,ደቂ ክፍላ እንትፃወቱ እንታይ ትገብር ነይራ?,ኮፍ ትብል,unmatched,0.6,
tigqa-032-08,32,,ፅልዋ መሓዛ,መሓዛ ራህዋ እንታይ ዓይነት ባህሪ ነይርዋ?,ገታር ባህሪ,fuzzy,0.833,ገታር ባህ
tigqa-032-15,32,,ፅልዋ መሓዛ,ኣስኳል እንታይ ዝብል ቅዋም ነይርዋ?,ተምሃራይ ዝኽእሎን ዝደልዮን ክገብር ኣለዎ ዝብል,fuzzy,0.88,ተምሃራይ ዝኽእሎን ዝደልዮን ክገብር ኣለዎ
tigqa-032-18,32,,ፅልዋ መሓዛ,ራህዋ ድሕሪኡ እንታይ ኮነት?,ሕፍረት ቀስ ብቐስ ከተጥፍኦ ጀሚራ,unmatched,0.588,
tigqa-032-19,32,,ፅልዋ መሓዛ,ብመምህራና ዝወሃባ ሕቶታት እንታይ ምግባር ጀሚራ?,ቀዲምካ ምምላስ,unmatched,0.5,
tigqa-032-21,32,,ፅልዋ መሓዛ,መምህራን ንምንታይ ተሓጓሶም?,ለውጢ ስለዘምፀአት,unmatched,0.3,
tigqa-032-24,32,,ፅልዋ መሓዛ,ናይ ኣስኳል ፅልዋ ባህሪ መን ቐይሩ?,ባህሪ ራህዋ,unmatched,0.5,
tigqa-032-25,32,,ፅልዋ መሓዛ,ድፍረትን ንጥፈትን ኣስኳል እንታይ ንክተውፅእ ኣተባቢዕዋ?,ኣብ ውሽጣ ዝነበረ ዓቕሚ,unmatched,0.583,
tigqa-032-27,32,,ፅልዋ መሓዛ,ራህዋ ንባዕላ ብመንን መንን ተማሂራ?,ብኤደንን ኣስኳልን,unmatched,0.5,
tigqa-032-28,32,,ፅልዋ መሓዛ,ሰነፍ መሓዛ ንንፉዕ ከም ዘስንፎ ንፉዕ ድማ ንሰነፍ እንታይ ይገብሮ?,የንፍዖ,fuzzy,0.75,ንፍዖ
tigqa-032-29,32,,ፅልዋ መሓዛ,ራህዋ እንታይ ምግባር ጀሚራ?,ንዝሓፍሩ መሓዙታ ምምኻር,unmatched,0.308,
tigqa-032-30,32,,ፅልዋ መሓዛ,ራህዋ ንመንን መንን ፅልያቶም?,ንገብረን ዘምዘምን,fuzzy,0.9,ገብረን ዘምዘምን
tigqa-033-02,33,,ብኽለት ማይ,ጥቕሚ ማይ እንታይ እዩ?,ህይወታውያ ንኽነብሩ,unmatched,0.636,
tigqa-033-07,33,,ብኽለት ማይ,ብኽለት ማይ ብምንታይ ይመፅእ?,ብርስሓት,fuzzy,0.8,ርስሓት
tigqa-033-10,33,,ብኽለት ማይ,ማይ እንትብከል መንን መንን ንሞት ይቃልዑ?,ሰብን እንስሳትን,fuzzy,0.778,ሰብን እንስሳ
tigqa-033-13,33,,ብኽለት ማይ,ብዙሕ ስራሕቲ ዘሳለጠ ማይ ርስሓት ካበይ ክእከብ ይኽእል?,ካብ ፋብሪካታት,fuzzy,0.75,ፋብሪካታት
tigqa-033-15,33,,ብኽለት ማይ,መፋጥርቲ እቲ ማይ ዘይኮኑ ነቲ ማይ እንታይ ይገብርዎ?,ይብክልዎ,unmatched,0.6,
tigqa-033-17,33,,ብኽለት ማይ,ሰባት ንዝፍጠር ርስሓት ማይ ንምፅራይ ማይ ዝጥቀሙ ኣበይ እዩ?,ኣበ ገዛውቶምን ኣብ ትካላቶምን,unmatched,0.625,
tigqa-033-19,33,,ብኽለት ማይ,ማይ እንትብከል ንመን ይጎድእ?,ተኽልታትነ ፍጡራትን,unmatched,0.455,
tigqa-033-21,33,,ብኽለት ማይ,ማይ ብቐዳምነት እንታይ ይብክሎ?,ጎሓፋት,fuzzy,0.75,ሓፋት
tigqa-033-24,33,,ብኽለት ማይ,እንታይ እንትምርት እዩ ብኽለት ማይ ዘስዕብ?,ማይ ዝሓልፈሎም ትቦታት እንትምርቱ,unmatched,0.5,
tigqa-033-25,33,,ብኽለት ማይ,ውሕጅ ዝእክቦ ርስሓት ማይ ዝብከል ብኸመይ እዩ?,ብሰንኪ ሓያል ዝናብ ዝመፅእ ጎሓፍ,fuzzy,0.824,ብሰንኪ ሓያል ዝናብ ዝመፅእ
tigqa-034-01,34,,ጐሓፍ,ካብ ገዛና እንሰርሐሉ ቦታን ፋብሪካታትን ዝድርበይ እንታይ እዩ?,ጎሓፍ,unmatched,0.667,
tigqa-034-04,34,,ጐሓፍ,ብጥንቃቐ ክእለይ ዘለዎ እንታይ እዩ?,ዝኾነ ዓይነት ጎሓፍ,unmatched,0.7,
tigqa-034-05,34,,ጐሓፍ,ጥንቃቐ እንትውሕድ እንታይ የስዕብ?,ኣባናን ኣብ ከባቢናን ጉድኣት,unmatched,0.533,
tigqa-034-06,34,,ጐሓፍ,ሰባት እንታይ ንፎቱ?,ንባዕልናን ንገዛናን ምፅራይ,unmatched,0.6,
tigqa-034-10,34,,ጐሓፍ,ጓሓፍ ኣብ ዝድርበዩ ከባብታት እንታይ ይፍጠሩ?,ሕማም ዘመሓላልፉ ህዋሳት,unmatched,0.462,
tigqa-034-11,34,,ጐሓፍ,ኣብ እንሰርሐሎም ከባብታት እንታይ ይፍጠሩ?,ብዙሓይ ዘየድልዩ ነገራት,unmatched,0.692,
tigqa-034-12,34,,ጐሓፍ,ካብ ስራሕና ብዘይምግዳስ እንታይ ንድርቢይ?,ጉሓፍ,unmatched,0.667,
tigqa-034-15,34,,ጐሓፍ,ናብራና ዝድግፍ እንታይ እዩ?,ምህርቲ ምፍራይ,unmatched,0.5,
tigqa-034-16,34,,ጐሓፍ,ፋብሪካታት ምህርቲ ንምፍራይ እንታይ ይጥቀሙ?,ጥረ ኣቑሑ,unmatched,0.6,
tigqa-034-20,34,,ጐሓፍ,ካብምትሓትግንዛበንጥንቃቐንኣተኣላልያጐሓፍዝመፅእ እንታይ እዩ?,ሕማም,unmatched,0.667,
tigqa-034-23,34,,ጐሓፍ,ከባቢና ብምንታይ ይበላሾ?,ብጎሓፍ,unmatched,0.5,
tigqa-034-24,34,,ጐሓፍ,ብሰንኪ ጓሓፍ እንታይ ይለዓሉ?,ጎዳእቲ ሕማማት,fuzzy,0.875,ዳእቲ ሕማማት
tigqa-034-25,34,,ጐሓፍ,ጥዑያት ንክንኸውን እንታይ ክንገብር ኣለና?,ፅሬትና ንሓሉ,unmatched,0.286,
tigqa-035-03,35,,ክንክን ኣግራብ,እንሰርሖ ስራሕ ምስ መን ክፃባእ ኣይግበኦን?,ምስ ሓለዋ ከባቢ,fuzzy,0.75,ሓለዋ ከባቢ
tigqa-035-16,35,,ክንክን ኣግራብ,እቲ ካልኣይ ፅዕንቶ እንታይ እዩ?,ምንካይ ልሙዕ ሓመድ,unmatched,0.7,
tigqa-035-20,35,,ክንክን ኣግራብ,ሕፅረት ምግቢ ብምንታይ ይመፅእ?,ልሙዕ ሓመድ እንትብሕጎግ,unmatched,0.462,
tigqa-035-22,35,,ክንክን ኣግራብ,ከባብያዊ ፀገማት እንታይ እዮም?,ምቑራፅ ኣግራብ,unmatched,0.5,
tigqa-035-24,35,,ክንክን ኣግራብ,ንውልቃዊ ጠለብና ኣግራብ እንትንቆርፅ እንታይ ክንገብር ይግበአና?,ኣብ ዚሕና መተካእተኦም ክንተክል,unmatched,0.529,
tigqa-036-12,36,,ልምድታትን ኣተገባብረኦምን,እቲ ዋሕስ እንታይ ተባሂሉ ይሕተት?,ትወሓሶ ዶ,fuzzy,0.8,ትወሓሶ
tigqa-036-16,36,,ልምድታትን ኣተገባብረኦምን,ምግብን መስተን በብምንታዩ ይስነዩ?,በቢመኣዱ,unmatched,0.6,
tigqa-036-22,36,,ልምድታትን ኣተገባብረኦምን,ንሕዙናት ጎረባብትን ፈተውትን እናተመላለሱ እንታይ ይብልዎም?,ይእብድዎም,unmatched,0.5,
tigqa-036-25,36,,ልምድታትን ኣተገባብረኦምን,ምግብን መስተን ሒዝካ ምኻድ ነቶም ሕዙናት እንታይ ይገብሮም?,ሓዘኖም ረሲዖም ናብ ስርሖም ንክምለሱ,unmatched,0.368,
tigqa-036-29,36,,ልምድታትን ኣተገባብረኦምን,እናተላፈኑ ዝተሓጋገዙ ሰባትብምንታይ ተረባሕቲ እዮም?,ብኣጠቓቕማ ጊዜኦምን ብውፀኢት ስራሕቶምን,unmatched,0.364,
tigqa-037-04,37,,እንተዝዕቀቡ,ሕ/ሰብና ካብ ዝትግብሮም ልምድታት እንታይ እንታይ እዮም?,ዕቁብን እድርን,unmatched,0.5,
tigqa-037-11,37,,እንተዝዕቀቡ,ዕቁብ ከከም ዝምስርቱዎ ኣባላት ናይ ምንታይ ምንታይ ይበሃል?,ናይ ነጋዶ'ሰራሕተኛታትን ነበርቲ ከባብን,unmatched,0.545,
tigqa-037-12,37,,እንተዝዕቀቡ,ሰባት ኣብ ዝምጥኖም ዓይነት ዕቁብ ብድልየቶም ብምንታይ ይሳተፉ?,ብድሌቶም,unmatched,0.4,
tigqa-037-13,37,,እንተዝዕቀቡ,ዕቁብ ንምንታይ ይጠቅም?,ቁጠበኦም ከዕብዩ,unmatched,0.667,
tigqa-037-15,37,,እንተዝዕቀቡ,ኣባላት ዕቁብ ብምንታይ ይርብሕሉ?,ገንዘብ ብምውሳድ,unmatched,0.556,
tigqa-037-17,37,,እንተዝዕቀቡ,እድር ብምንታይ ይምራሕ?,ብምተሓዳደሪ ደንቢ,unmatched,0.5,
tigqa-037-19,37,,እንተዝዕቀቡ,ኣባላት እድር ዝርብሕሉ ብምንታይ እዩ?,ፀገማቶም ብምትሕብባር ምፍታሕ,unmatched,0.562,
tigqa-037-20,37,,እንተዝዕቀቡ,እድርሰባትኣብሓጐሶምንኣብሓዘኖምን ንምንታይ ይምስርትዎ?,ንክተሓጋገዙ,unmatched,0.714,
tigqa-037-22,37,,እንተዝዕቀቡ,ብኽፍሊት ዝርከብ ገንዘብ ንምንታይ ይውዕል?,ብሓጎስን ሓዘንን ኣብ ዝፍጠሩ ኣጋጣምታት,unmatched,0.429,
tigqa-037-23,37,,እንተዝዕቀቡ,ኣብ ወድ ሰብ ዘየቋርፁ ፍፃመታት እንታይ እዮም?,ሓጎስን ሓዘንን,fuzzy,0.75,ስን ሓዘንን
tigqa-037-24,37,,እንተዝዕቀቡ,ሓጎስን ሓዘንን ክሳብ ዝሓልፉ እንታይ ይፈታተኑ?,ቁጠባዊ ዓቕሚ ሰባት,fuzzy,0.9,ጠባዊ ዓቕሚ ሰባት
tigqa-037-31,37,,እንተዝዕቀቡ,ሕብረተሰብና ንነዊሕ እዋን ዝደጋግሞም ጠቐምቲ ልምድታት እንታይ እዮም?,ዕቁብ እድርን ምጥይያቕን,fuzzy,0.769,እድርን ምጥይያቕን
tigqa-037-32,37,,እንተዝዕቀቡ,ልምድታት እንታይ እንታይ ንምምስራት ይጠቕሙ?,ምትሕግጋዝን ንምጥንኻር ምሕዝነትን,unmatched,0.579,
tigqa-037-33,37,,እንተዝዕቀቡ,ጥቕሞም ብዙሕ ብምዃኑ እንታይ ክግበሩ ይግበኦም?,ክቕፅሉን ክዕቀቡን,unmatched,0.5,
tigqa-038-01,38,,እምቢ ንበሎም,ጎዳእቲ ልምድታት እንታይ እንታይ እዮም?,ምግርናብ ምውቃጥ ምሕጓም ምኽንሻብ,unmatched,0.278,
tigqa-038-04,38,,እምቢ ንበሎም,ጎዳእቲ ልምድታት ዝትግብሩሎም ምስ መን ዝተተሓሓዙ ምኽንያታት ኣለዎም?,ምስ ውለቀ ሰባት,unmatched,0.5,
tigqa-038-05,38,,እምቢ ንበሎም,ጎዳእቲ ልምድታት እንታይ ክንብሎም ይግባእ?,እምቢ ክንብሎም,unmatched,0.25,
tigqa-038-06,38,,እምቢ ንበሎም,ምግርናብ እንታይ እዩ?,ጎዳኢ ልምዲ,fuzzy,0.833,ዳኢ ልምዲ
tigqa-038-08,38,,እምቢ ንበሎም,ምግርናብ ብምንታይ ይትግበር?,ብላማ ወይ ብበሊሕ ነገር,unmatched,0.5,
tigqa-038-14,38,,እምቢ ንበሎም,ንመፀለሚ እንታይ ይጥቀሙ?,ኣብ መጎጎ ዝርከብ ፀለሎ,unmatched,0.5,
tigqa-038-15,38,,እምቢ ንበሎም,ዝድለ ፅልሚ ክሳብ ዝሕዝ እንታይ ይግበር?,ምውቃጥ ይቕፅልሉ,unmatched,0.556,
tigqa-038-25,38,,እምቢ ንበሎም,ኣንስተይቲ እንታያ ትኽንሸብ?,ብልዕታ,fuzzy,0.75,ብልዕ
tigqa-038-26,38,,እምቢ ንበሎም,ራብዓይ ጎዳኢ ልምዲ እንታይ እዩ?,ልዕል ዓቕሚ ምድጋስ,unmatched,0.7,
tigqa-038-27,38,,እምቢ ንበሎም,ሰባት ኣበይ ኣበይ ኣመኽንዮም ይድግሱ?,ኣብ መርዓ ፀበል ተዝካር,unmatched,0.417,
tigqa-038-29,38,,እምቢ ንበሎም,ልዕሊ ዓቐን ምድጋስ እንታይ የስዕብ?,ቁጠባዊ ዓቕሚ ምድኻም,unmatched,0.545,
tigqa-039-01,39,,ብሽክሌታታት ኣብ መንገዲ,ተሽከርከርቲ ብምንታይ ይንቀሳቐሳ?,ብዝትፈላለየ ጉልበት,fuzzy,0.727,ፈላለየ ጉልበት
tigqa-039-07,39,,ብሽክሌታታት ኣብ መንገዲ,መንን መንን ክዝውርወን ይደልዩ?,ቆልዑን ዓበይትን,unmatched,0.333,
tigqa-039-09,39,,ብሽክሌታታት ኣብ መንገዲ,ሓደጋታት ትራፊክ ኣብ ምንታይ ጉድኣት የብፅሕ?,ኣብ ንብረት,unmatched,0.5,
tigqa-039-12,39,,ብሽክሌታታት ኣብ መንገዲ,ቀዲሞም እንታይ ይሓቱ?,ብዛዕባ ኣጠቓቕማ መንገድታት,unmatched,0.533,
tigqa-039-14,39,,ብሽክሌታታት ኣብ መንገዲ,ሓደጋታት ትራፊክ ከመይ ይሕለው?,ብምምሃርን ብምንባብን,unmatched,0.417,
tigqa-039-15,39,,ብሽክሌታታት ኣብ መንገዲ,ኣጠቓቕማ ሓደጋ ትራፊክ ከመይ ንመሃር?,ብተግባር ንባዕሎምን ንብረቶምን ካብ ሓደጋታት ይሕልዉ,unmatched,0.643,
tigqa-039-16,39,,ብሽክሌታታት ኣብ መንገዲ,ጥንቁቓት ዘወርቲ ብሽክሌታታት ዘይተሓሰቡ ሓደጋታት ንኸየጋጥሙዎም እንታይ ይገብር?,ይቆፃፀር,fuzzy,0.8,ይቆፃፀ
tigqa-039-18,39,,ብሽክሌታታት ኣብ መንገዲ,ድሕንነት ብሽክሌታ ንምርግጋፅ እንታይ ይግበር?,ቅድሚ ጉዕዞ ምጅማሮም ይፍትሽወን,fuzzy,0.824,ቅድሚ ጉዕዞ ምጅማሮም ይፍት
tigqa-039-20,39,,ብሽክሌታታት ኣብ መንገዲ,ድሕንነት ኣካል ብሽክሌታ እንታይ እዮም?,ጎማን ፍሬንን,unmatched,0.429,
tigqa-039-21,39,,ብሽክሌታታት ኣብ መንገዲ,ጥንቁቓት ተጠቀምቲ ብሽክሌታ እንታይ የተግብሩ?,ሕግታተ ትራፊክ,unmatched,0.5,
tigqa-039-23,39,,ብሽክሌታታት ኣብ መንገዲ,ህድእ ኢሉ ዝኸድ እንታይ ይኾን?,ኣብ ዝሓሰቦ ይበፅሕ,unmatched,0.6,
tigqa-039-24,39,,ብሽክሌታታት ኣብ መንገዲ,ጥንቁቓት ብሽክሌተኛታት እንታይ ኣይብሉን?,ብድሕረይ ዳንዴር ኣይትብቆል,fuzzy,0.867,ብድሕረይ ዳንዴር ኣይትብ
tigqa-039-26,39,,ብሽክሌታታት ኣብ መንገዲ,ብተወሳኺ እንታይ የኽብሩ?,ዝተፈላለዩ ምልክታት ትይራፊክ,fuzzy,0.75,ዝተፈላለዩ ምልክታት ት
tigqa-039-28,39,,ብሽክሌታታት ኣብ መንገዲ,ድሕንነት ብሽክሌት ንምሕላው እንታይ ይገብሩ?,ድሕንነት ዝጥቀምሎም መንገድታት ይሕልዉ,unmatched,0.381,
tigqa-039-29,39,,ብሽክሌታታት ኣብ መንገዲ,ምልክታት ትራፊክ ንምንታይ ይጠቕሙ?,ካብ ሓደጋ ትራፊክ ነፃ ንምግባር,unmatched,0.375,
tigqa-039-30,39,,ብሽክሌታታት ኣብ መንገዲ,ምልክታት ትራፊክ እንታይ ይሕግዙ?,መልእኽቲ ትራፊክ የመሓላልፉ,unmatched,0.267,
tigqa-040-03,40,,መርኣያ ተግባር,ጡረታ ምስወፁ እንታይ የብሎም?,ደሞዝ,unmatched,0.333,
tigqa-040-05,40,,መርኣያ ተግባር,ኣቦት ጠዓመ ንተመሃሮ እንታይ ይገብርዎም?,ብዛዕባ ሓደጋ ትራፊክ የምህርዎም,unmatched,0.235,
tigqa-040-06,40,,መርኣያ ተግባር,ተመሃሮ ንኣቦይ ጠዓመ ኣበይ ይረኽብዎም?,ኣብ ቀራና መንገዲ,fuzzy,0.778,ቀራና መንገዲ
tigqa-040-10,40,,መርኣያ ተግባር,ቈልዑነቶም ጠቐምቲ ሓሳባት ንከይርስዑዎም ብምንታይ ይሓትዎም?,ብቕደም ስዓብ,unmatched,0.571,
tigqa-040-14,40,,መርኣያ ተግባር,ብፀጋማይ ኣንፈትና ዝበሉ እንመን እዮም?,ተመሃሮ,unmatched,0.5,
tigqa-040-17,40,,መርኣያ ተግባር,ንባዕልና ንምድሓን እንታይ ንጥቀም?,ብፀጋማይ ምጉዓዝ,unmatched,0.556,
tigqa-040-19,40,,መርኣያ ተግባር,እቶም ቆልዑ ብኣዘራርበኦም ስለዝሕጎሱ እንታይ ይብልዎም?,ርእሶም ይነቕንቑ,unmatched,0.444,
tigqa-040-24,40,,መርኣያ ተግባር,ፅርግያ እንትንሰግር እንታይ ክንኮን የብልናን?,ተታሓሒዝናን እናተጓተትናን,unmatched,0.267,
tigqa-040-25,40,,መርኣያ ተግባር,መን እንተትሓተኩም ምረሳዕኹም ዶ ኢሎም?,ብመምህርኩንም,fuzzy,0.75,ብመምህርኩ
tigqa-040-27,40,,መርኣያ ተግባር,እንታይ ኢሎም ሓተትዎም?,በዝሒ ሕብሪ ትራፊክ መብራህቱ,unmatched,0.4,
tigqa-040-29,40,,መርኣያ ተግባር,ቀያሕ እንትትበርህ እንታይ ማለት እያ?,ሕለፉ ማለት,unmatched,0.5,
tigqa-040-30,40,,መርኣያ ተግባር,ንኣቦይ ጠዓመ ልዕሊ ኩሉ ዘሐጉሶም እንታይ እዩ?,እቶም ቆልዑ የቐንየልና ደሓን ፅንሑ እንትብልዎም,unmatched,0.24,
tigqa-041-02,41,,ሕክምና ቀዳማይ ረድኤት,ሓደጋታት እንተጋጥሙ መን ይረድእ?,ዘወርትን ተጓዓዝትን ተደጋጊፎም,unmatched,0.588,
tigqa-041-04,41,,ሕክምና ቀዳማይ ረድኤት,ሕክምና ቀዳማይ ረድኤት እንታይ እዩ?,ብሓደጋ ትራፊክ ዝተጎድኡ ናብ ሕክምና ክሳብ ዝበፅሑ ዝወሃብ ሓገዝ,unmatched,0.667,
tigqa-041-08,41,,ሕክምና ቀዳማይ ረድኤት,ኣብቲ ሳንዱቕ እንታይ እንታይ ይርከብ?,ፋሻ' ኣልኮል' ጓንትን መቐስን,unmatched,0.5,
tigqa-041-19,41,,ሕክምና ቀዳማይ ረድኤት,ዝተሰበረ ኣካል ብቐሊሉ እንታይ ኣይኮነን?,ኣይፍለጥን,unmatched,0.667,
tigqa-041-21,41,,ሕክምና ቀዳማይ ረድኤት,ሓደጋ ዝበፀሖም ሰባት እንታይ ኣይወሃብን?,ማይን ምግብን,unmatched,0.571,
tigqa-041-22,41,,ሕክምና ቀዳማይ ረድኤት,ሓደጋ ዝበፀሖም ሰባት ማይን ምግብን ዘይወሃበሉ ምኽንያት እንታይ እዩ?,ንከይዕፍኖምን ካሊእ ሓደጋ ከይፈጥረሎምን,fuzzy,0.909,ይዕፍኖምን ካሊእ ሓደጋ ከይፈጥረሎምን
tigqa-041-23,41,,ሕክምና ቀዳማይ ረድኤት,ሓደጋ ዝበፀሖም ሰባት ብምንታይ ናብ ሕክምና ይውሰዱ?,ብኣምቡላንስ,fuzzy,0.857,ኣምቡላንስ
tigqa-042-01,42,,ሰኣን ሓንቲ ዓፍራ,ንጥዕና ምችው ኩነታት ዝፈጥር እንታይ እዩ?,ፅሬት,unmatched,0.333,
tigqa-042-03,42,,ሰኣን ሓንቲ ዓፍራ,ሓውን ሓሰርን እንታይ እዮም?,ፅሬትን ርስሓትን,fuzzy,0.778,ትን ርስሓትን
tigqa-042-05,42,,ሰኣን ሓንቲ ዓፍራ,ተፃረርቲ ነገራት እንታይ እዮም?,ፅሬትን ርስሓትን,fuzzy,0.778,ትን ርስሓትን
tigqa-042-09,42,,ሰኣን ሓንቲ ዓፍራ,ርስሓት እንተሸዲኑ ድማ ንፅርየት እንታይ ይገብሮ?,ይሕምቖ,fuzzy,0.75,ሕምቖ
tigqa-042-23,42,,ሰኣን ሓንቲ ዓፍራ,ኣብ ዘዝረኸቡዎ ቦታ ዝድርብይዎ እንታይ እዩ?,ተረፍመረፍን ጓሓፍን,unmatched,0.636,
tigqa-042-24,42,,ሰኣን ሓንቲ ዓፍራ,ከባቢኦም ብግቡእ ስለዘየፅርዩ እንታይ ይእከብ?,ጓሓፍ,unmatched,0.667,
tigqa-042-25,42,,ሰኣን ሓንቲ ዓፍራ,ሕማም ዘምፅኡን ዘመሓላልፉን ተሃዋስያን ኣበይ ይፍጠሩ?,ጓሓፍ ዝፍጠረሉ ቦታ,unmatched,0.4,
tigqa-043-03,43,,ሓደን ክልተን,ካሌብ እንታይ ይምነ?,ብመድረኽ ኣትሌቲክስ ዓዱ ምፅዋዕ,fuzzy,0.765,ብ መድረኽ ኣትሌቲክስ ዓዱ
tigqa-043-13,43,,ሓደን ክልተን,ካሌብ እንታይ ዝብል የብሉን?,ርሂፀ ረሲሐ ዝብል ስክፍታ,fuzzy,0.769,ረሲሐ ዝብል ስክፍታ
tigqa-043-17,43,,ሓደን ክልተን,እንታይ እናገበረት ንእሽተይ ተዕርፍ?,ጋዜጣ መፅሄት እናንበበት,fuzzy,0.769,መፅሄት እናንበበት
tigqa-043-21,43,,ሓደን ክልተን,ክልቲኦም ኣበይ ኮይኖም የፅንዑ?,ኣብ መሬት ዝተነፀፈ ፍራሽ,unmatched,0.462,
tigqa-043-27,43,,ሓደን ክልተን,ካሌብ ብሓደ እዝኑ ሰሚዑ በቲ ካሊእ እንታይ ይገብሮ?,ይሰዶ,unmatched,0.667,
tigqa-043-28,43,,ሓደን ክልተን,ትርሓስ እንታይ ኣቋሪፃ?,ንካሌብ ምምካር,unmatched,0.5,
tigqa-044-02,44,,ፅርየት ከባቢ,ከባቢ እንታይ የጠቓልል?,ገዛ መረባ ቤት ትምህርቲ,unmatched,0.5,
tigqa-044-05,44,,ፅርየት ከባቢ,ክንክን ከባቢና እንታይ ንምርግጋፅ ይሕግዘና?,ፅሬት ከባቢና,unmatched,0.714,
tigqa-044-06,44,,ፅርየት ከባቢ,ፅሩይ ከባቢ እንታይ ኣይርከቦን?,ደረቕ ኮነ ፈሳሲ ጓሓፍ,fuzzy,0.727,ደረቕ ኮነ ፈሳሲ
tigqa-044-07,44,,ፅርየት ከባቢ,ርስሓት ኣብ ምንታይ ይእከብ?,ኣብ ርስሓት መዋህለሊ,unmatched,0.364,
tigqa-044-11,44,,ፅርየት ከባቢ,ፅርየቱ ዝሓለወ ከባቢ እንታይ ኣለዎ?,ተኽልታትን ብሕብርታት ዝደመ ቑ ዕምበባታትን,unmatched,0.304,
tigqa-044-14,44,,ፅርየት ከባቢ,ብተኽልታትን ዕንበባታትን ዝማዕረገ ከባቢ ኣብኡ ንክንነብር እንታይ ንኾን?,ናበኡ ንውሕዝ,unmatched,0.714,
tigqa-044-21,44,,ፅርየት ከባቢ,ፅሬት ዘይብሉ እንታይ ይእክብ?,ደረቕን ፈሳስን ጓሓፍ,fuzzy,0.727,ደረቕን ፈሳስን
tigqa-044-22,44,,ፅርየት ከባቢ,ኣብ ዘይፀረየ ከባቢ እንታይ የለን?,መእለዪ ጓሓፍ,unmatched,0.571,
tigqa-044-23,44,,ፅርየት ከባቢ,ኣብ ዝረሰሐ ከባቢ እንታይ ይረአ?,ተረፍመረፍ ምግቢኣዕፅምቲወረቓቕቲ ላስቲክ,unmatched,0.391,
tigqa-044-24,44,,ፅርየት ከባቢ,ኣብ ዘይፀረየ ከባቢ ዝርከብ ሽቓቕ እንታይ ዝኾነ እዩ?,ብሽንትን ፍታንን ዝጋዕዘየ,unmatched,0.643,
tigqa-044-25,44,,ፅርየት ከባቢ,ዘይፀረየ ሽቓቕ እንታይ ይፈጥር?,ጥዕናዊ ፀገም,unmatched,0.429,
tigqa-045-06,45,,ውፅኢት እንስሳት ከም ምግቢ,ስጋ ካበይ ይርከብ?,ካብ ከብቲ ጤለበጊዕ ደርሆን ዓሳን,unmatched,0.412,
tigqa-045-07,45,,ውፅኢት እንስሳት ከም ምግቢ,ዝበዝሕ ጊዜ ስጋ ብምንታይ መልክዕ ይቐርብ?,ፀብሒ`,fuzzy,0.75,ፀብሒ
tigqa-045-15,45,,ውፅኢት እንስሳት ከም ምግቢ,ግዕዝም እንታይ ጣዕሚ ይህልዎ?,ኢድካ ተቖርጥም,unmatched,0.5,
tigqa-045-20,45,,ውፅኢት እንስሳት ከም ምግቢ,ክትፎ ኣበይ ይፍተው?,ኣብ እዙሓት ከባብታት,fuzzy,0.727,ዙሓት ከባብታት
tigqa-045-24,45,,ውፅኢት እንስሳት ከም ምግቢ,ከይድታት ፀባ እንታይ እዮም?,ርግኦ ጠስሚ ኣጅቦ,unmatched,0.333,
tigqa-045-29,45,,ውፅኢት እንስሳት ከም ምግቢ,ክንደይ ደራሁ ኣለዋ?,,no_answer_chunk,0.0,
